"Date","Site.Name","COUNTY","meanlat","meanlong","month","year","PM2.5","Ozone"
"2018-06-19","Clemmons Middle","Forsyth",36.026,-80.342,6,2018,57,NA
"2018-06-19","Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,32,NA
"2018-06-19","Linville Falls","Avery",35.972347,-81.933072,6,2018,42,NA
"2018-06-19","Millbrook School","Wake",35.856111,-78.574167,6,2018,61,NA
"2018-06-21","Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,NA,40
"2018-06-21","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2018,48,NA
"2018-06-21","West Johnston Co.","Johnston",35.59095,-78.4622,6,2018,NA,36
"2018-06-22","Durham Armory","Durham",36.0329550008979,-78.904037,6,2018,30,NA
"2018-06-22","Hattie Avenue","Forsyth",36.110693332,-80.2264378,6,2018,31,NA
"2018-06-22","Linville Falls","Avery",35.972347,-81.933072,6,2018,NA,32
"2018-06-22","Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2018,NA,48
"2018-06-23","Leggett","Edgecombe",35.988278,-77.5843,6,2018,NA,40
"2018-06-23","West Johnston Co.","Johnston",35.59095,-78.4622,6,2018,46,NA
"2018-06-25","Castle Hayne","New Hanover",34.364167,-77.838611,6,2018,35,NA
"2018-06-25","Durham Armory","Durham",36.0329550008979,-78.904037,6,2018,44,43
"2018-06-25","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2018,NA,67
"2018-06-25","Hattie Avenue","Forsyth",36.110693332,-80.2264378,6,2018,NA,38
"2018-06-25","Millbrook School","Wake",35.856111,-78.574167,6,2018,40,NA
"2018-06-25","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2018,36,NA
"2018-06-29","Clemmons Middle","Forsyth",36.026,-80.342,6,2018,NA,74
"2018-06-29","Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2018,40,NA
"2018-06-30","Bryson City","Swain",35.434767,-83.442133,6,2018,NA,39
"2018-06-30","Millbrook School","Wake",35.856111,-78.574167,6,2018,NA,49
"2018-07-01","Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,NA,26
"2018-07-01","Leggett","Edgecombe",35.988278,-77.5843,7,2018,35,NA
"2018-07-01","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,NA,40
"2018-07-02","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,32,NA
"2018-07-02","Millbrook School","Wake",35.856111,-78.574167,7,2018,42,NA
"2018-07-04","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,47,NA
